Elecció;Any;Districte;Secció;CUSEC;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;CiU / Junts;% CiU / Junts;ERC;% ERC;PP;% PP;ICV / Comuns;% ICV / Comuns;Cs;% Cs;CUP;% CUP;PxC;% PxC;En Blanco;% En Blanco;PRIMARIES;% PRIMARIES;TxT;% TxT;VOX;% VOX;Podem;% Podem;PACMA;% PACMA;Altres;% Altres
Municipals;2019;5;6;8279805006;1571;1074;3;0;1071;68.36;177;0.1653;106;0.099;194;0.1811;32;0.0299;53;0.0495;82;0.0766;48;0.0448;0;0;0;0;20;0.0187;310;0.2894;14;0.0131;34;0.0317;;;1;0.0009
Municipals;2019;5;7;8279805007;873;643;4;0;639;73.65;90;0.1408;65;0.1017;140;0.2191;11;0.0172;39;0.061;26;0.0407;49;0.0767;0;0;0;0;13;0.0203;174;0.2723;12;0.0188;18;0.0282;;;2;0.0031
Municipals;2019;5;8;8279805008;1403;962;6;1;955;68.5;169;0.177;118;0.1236;211;0.2209;22;0.023;41;0.0429;43;0.045;32;0.0335;0;0;0;0;14;0.0147;270;0.2827;13;0.0136;19;0.0199;;;3;0.0031
Municipals;2019;5;9;8279805009;1378;962;2;1;959;69.74;214;0.2231;69;0.0719;147;0.1533;41;0.0428;71;0.074;63;0.0657;41;0.0428;0;0;0;0;9;0.0094;250;0.2607;20;0.0209;34;0.0355;;;0;0
Municipals;2019;5;10;8279805010;1411;825;4;3;818;58.26;271;0.3313;19;0.0232;54;0.066;39;0.0477;38;0.0465;76;0.0929;13;0.0159;0;0;0;0;4;0.0049;245;0.2995;20;0.0244;36;0.044;;;3;0.0037
Municipals;2019;5;11;8279805011;1449;975;0;0;975;67.29;201;0.2062;67;0.0687;158;0.1621;33;0.0338;56;0.0574;72;0.0738;26;0.0267;0;0;0;0;14;0.0144;304;0.3118;18;0.0185;24;0.0246;;;2;0.0021
Municipals;2019;5;12;8279805012;584;370;1;0;369;63.36;108;0.2927;16;0.0434;66;0.1789;10;0.0271;19;0.0515;17;0.0461;15;0.0407;0;0;0;0;2;0.0054;96;0.2602;7;0.019;11;0.0298;;;2;0.0054
Municipals;2019;5;13;8279805013;1164;631;0;1;630;54.12;145;0.2302;22;0.0349;68;0.1079;25;0.0397;33;0.0524;68;0.1079;10;0.0159;0;0;0;0;5;0.0079;206;0.327;25;0.0397;16;0.0254;;;7;0.0111
Municipals;2019;5;14;8279805014;1578;1015;5;4;1006;64.07;258;0.2565;27;0.0268;133;0.1322;31;0.0308;51;0.0507;92;0.0915;28;0.0278;0;0;0;0;5;0.005;317;0.3151;19;0.0189;43;0.0427;;;2;0.002
Municipals;2019;5;15;8279805015;1508;801;3;2;796;52.98;212;0.2663;33;0.0415;96;0.1206;22;0.0276;40;0.0503;65;0.0817;20;0.0251;0;0;0;0;5;0.0063;238;0.299;26;0.0327;38;0.0477;;;1;0.0013
Municipals;2019;5;16;8279805016;1894;1023;10;3;1010;53.85;277;0.2743;28;0.0277;100;0.099;35;0.0347;41;0.0406;90;0.0891;30;0.0297;0;0;0;0;2;0.002;353;0.3495;17;0.0168;36;0.0356;;;1;0.001
Municipals;2019;5;17;8279805017;1327;882;4;1;877;66.39;190;0.2166;55;0.0627;120;0.1368;9;0.0103;39;0.0445;74;0.0844;22;0.0251;0;0;0;0;5;0.0057;305;0.3478;20;0.0228;36;0.041;;;2;0.0023
Municipals;2019;5;18;8279805018;996;668;2;1;665;66.97;235;0.3534;14;0.0211;45;0.0677;30;0.0451;27;0.0406;50;0.0752;14;0.0211;0;0;0;0;3;0.0045;211;0.3173;10;0.015;23;0.0346;;;3;0.0045
Municipals;2019;5;19;8279805019;916;545;1;1;543;59.39;86;0.1584;32;0.0589;79;0.1455;11;0.0203;29;0.0534;46;0.0847;38;0.07;0;0;0;0;3;0.0055;186;0.3425;15;0.0276;18;0.0331;;;0;0
Municipals;2019;5;20;8279805020;1190;799;4;0;795;67.14;133;0.1673;60;0.0755;167;0.2101;29;0.0365;61;0.0767;39;0.0491;30;0.0377;0;0;0;0;17;0.0214;225;0.283;14;0.0176;19;0.0239;;;1;0.0013
Municipals;2019;5;21;8279805021;1399;900;4;4;892;64.05;222;0.2489;44;0.0493;127;0.1424;47;0.0527;42;0.0471;71;0.0796;30;0.0336;0;0;0;0;9;0.0101;233;0.2612;23;0.0258;39;0.0437;;;5;0.0056
Municipals;2019;5;22;8279805022;566;349;0;0;349;61.66;65;0.1862;20;0.0573;43;0.1232;14;0.0401;20;0.0573;28;0.0802;11;0.0315;0;0;0;0;5;0.0143;125;0.3582;5;0.0143;11;0.0315;;;2;0.0057
Municipals;2019;5;23;8279805023;1270;841;3;0;838;66.22;111;0.1325;98;0.1169;182;0.2172;14;0.0167;58;0.0692;39;0.0465;42;0.0501;0;0;0;0;16;0.0191;230;0.2745;14;0.0167;29;0.0346;;;5;0.006
Municipals;2019;5;24;8279805024;1192;773;5;0;768;64.85;159;0.207;30;0.0391;108;0.1406;22;0.0286;31;0.0404;72;0.0938;19;0.0247;0;0;0;0;9;0.0117;270;0.3516;11;0.0143;32;0.0417;;;5;0.0065
Municipals;2019;5;25;8279805025;909;561;2;1;558;61.61;159;0.2849;20;0.0358;74;0.1326;16;0.0287;24;0.043;26;0.0466;12;0.0215;0;0;0;0;5;0.009;193;0.3459;10;0.0179;19;0.0341;;;0;0
Municipals;2019;5;26;8279805026;1000;691;1;1;689;69;112;0.1626;78;0.1132;125;0.1814;19;0.0276;36;0.0522;54;0.0784;31;0.045;0;0;0;0;17;0.0247;185;0.2685;7;0.0102;19;0.0276;;;6;0.0087
Municipals;2019;5;27;8279805027;927;660;8;0;652;71.2;99;0.1518;63;0.0966;121;0.1856;14;0.0215;19;0.0291;49;0.0752;33;0.0506;0;0;0;0;15;0.023;202;0.3098;10;0.0153;27;0.0414;;;0;0
Municipals;2019;5;28;8279805028;899;633;1;1;631;70.3;179;0.2837;29;0.046;51;0.0808;15;0.0238;27;0.0428;70;0.1109;11;0.0174;0;0;0;0;9;0.0143;201;0.3185;11;0.0174;27;0.0428;;;1;0.0016
Municipals;2019;5;29;8279805029;905;630;9;1;620;69.5;134;0.2161;29;0.0468;84;0.1355;13;0.021;34;0.0548;43;0.0694;10;0.0161;0;0;0;0;6;0.0097;201;0.3242;23;0.0371;42;0.0677;;;1;0.0016
Municipals;2019;6;1;8279806001;900;561;0;1;560;62.22;186;0.3321;19;0.0339;69;0.1232;12;0.0214;15;0.0268;60;0.1071;11;0.0196;0;0;0;0;2;0.0036;145;0.2589;19;0.0339;22;0.0393;;;0;0
Municipals;2019;6;2;8279806002;1188;656;5;1;650;55.13;151;0.2323;29;0.0446;66;0.1015;13;0.02;27;0.0415;68;0.1046;23;0.0354;0;0;0;0;1;0.0015;198;0.3046;39;0.06;35;0.0538;;;0;0
Municipals;2019;6;3;8279806003;1491;827;3;1;823;55.4;228;0.277;19;0.0231;67;0.0814;48;0.0583;49;0.0595;77;0.0936;20;0.0243;0;0;0;0;3;0.0036;247;0.3001;27;0.0328;36;0.0437;;;2;0.0024
Municipals;2019;6;4;8279806004;893;455;1;1;453;50.84;113;0.2494;19;0.0419;39;0.0861;27;0.0596;13;0.0287;57;0.1258;21;0.0464;0;0;0;0;2;0.0044;133;0.2936;11;0.0243;16;0.0353;;;2;0.0044
Municipals;2019;6;5;8279806005;1087;607;2;4;601;55.47;130;0.2163;19;0.0316;62;0.1032;14;0.0233;34;0.0566;46;0.0765;20;0.0333;0;0;0;0;3;0.005;218;0.3627;22;0.0366;33;0.0549;;;0;0
Municipals;2019;6;6;8279806006;1156;590;6;2;582;50.87;118;0.2027;4;0.0069;49;0.0842;22;0.0378;20;0.0344;82;0.1409;8;0.0137;0;0;0;0;1;0.0017;230;0.3952;27;0.0464;20;0.0344;;;1;0.0017
Municipals;2019;6;8;8279806008;1672;1003;7;4;992;59.75;185;0.1865;62;0.0625;174;0.1754;21;0.0212;42;0.0423;71;0.0716;56;0.0565;0;0;0;0;10;0.0101;301;0.3034;22;0.0222;47;0.0474;;;1;0.001
Municipals;2019;6;9;8279806009;936;567;4;0;563;60.58;135;0.2398;14;0.0249;71;0.1261;19;0.0337;26;0.0462;63;0.1119;1;0.0018;0;0;0;0;2;0.0036;195;0.3464;19;0.0337;18;0.032;;;0;0
Municipals;2019;6;10;8279806010;1629;1002;8;1;993;61.45;285;0.287;25;0.0252;94;0.0947;36;0.0363;61;0.0614;110;0.1108;24;0.0242;0;0;0;0;7;0.007;289;0.291;25;0.0252;37;0.0373;;;0;0
Municipals;2019;6;11;8279806011;1258;649;2;1;646;51.51;177;0.274;11;0.017;54;0.0836;26;0.0402;17;0.0263;65;0.1006;10;0.0155;0;0;0;0;0;0;229;0.3545;27;0.0418;28;0.0433;;;2;0.0031
Municipals;2019;6;12;8279806012;944;530;2;3;525;55.83;160;0.3048;16;0.0305;55;0.1048;24;0.0457;35;0.0667;44;0.0838;11;0.021;0;0;0;0;3;0.0057;137;0.261;18;0.0343;20;0.0381;;;2;0.0038
Municipals;2019;6;13;8279806013;695;396;3;2;391;56.69;130;0.3325;2;0.0051;22;0.0563;15;0.0384;29;0.0742;41;0.1049;3;0.0077;0;0;0;0;0;0;110;0.2813;13;0.0332;26;0.0665;;;0;0
Municipals;2019;6;14;8279806014;724;334;3;1;330;45.99;99;0.3;4;0.0121;26;0.0788;21;0.0636;15;0.0455;40;0.1212;8;0.0242;0;0;0;0;1;0.003;89;0.2697;13;0.0394;13;0.0394;;;1;0.003
Municipals;2019;6;16;8279806016;1143;596;1;2;593;51.97;161;0.2715;44;0.0742;41;0.0691;23;0.0388;38;0.0641;62;0.1046;23;0.0388;0;0;0;0;7;0.0118;163;0.2749;8;0.0135;20;0.0337;;;3;0.0051
Municipals;2019;6;18;8279806018;892;504;0;3;501;56.17;176;0.3513;9;0.018;27;0.0539;19;0.0379;14;0.0279;52;0.1038;8;0.016;0;0;0;0;0;0;139;0.2774;29;0.0579;28;0.0559;;;0;0
Municipals;2019;6;20;8279806020;1110;498;1;3;494;44.59;146;0.2955;10;0.0202;29;0.0587;29;0.0587;24;0.0486;62;0.1255;5;0.0101;0;0;0;0;0;0;142;0.2874;18;0.0364;27;0.0547;;;2;0.004
Municipals;2019;6;23;8279806023;993;545;3;5;537;54.38;143;0.2663;10;0.0186;44;0.0819;36;0.067;22;0.041;63;0.1173;3;0.0056;0;0;0;0;0;0;189;0.352;10;0.0186;17;0.0317;;;0;0
Municipals;2019;6;24;8279806024;1780;1010;2;2;1006;56.63;239;0.2376;10;0.0099;79;0.0785;31;0.0308;44;0.0437;132;0.1312;26;0.0258;0;0;0;0;3;0.003;355;0.3529;27;0.0268;59;0.0586;;;1;0.001
Municipals;2019;6;25;8279806025;1447;819;4;4;811;56.32;228;0.2811;11;0.0136;88;0.1085;25;0.0308;66;0.0814;67;0.0826;17;0.021;0;0;0;0;9;0.0111;234;0.2885;28;0.0345;38;0.0469;;;0;0
Municipals;2019;6;26;8279806026;1184;677;3;1;673;57.09;170;0.2526;8;0.0119;47;0.0698;13;0.0193;33;0.049;64;0.0951;18;0.0267;0;0;0;0;1;0.0015;253;0.3759;25;0.0371;40;0.0594;;;1;0.0015
Municipals;2019;6;27;8279806027;966;486;4;1;481;50.21;178;0.3701;2;0.0042;21;0.0437;13;0.027;13;0.027;41;0.0852;9;0.0187;0;0;0;0;2;0.0042;169;0.3514;9;0.0187;24;0.0499;;;0;0
Municipals;2019;6;28;8279806028;1204;700;3;4;693;57.81;198;0.2857;14;0.0202;57;0.0823;45;0.0649;42;0.0606;58;0.0837;10;0.0144;0;0;0;0;3;0.0043;207;0.2987;19;0.0274;38;0.0548;;;2;0.0029
Municipals;2019;6;29;8279806029;816;453;1;3;449;55.15;98;0.2183;4;0.0089;29;0.0646;20;0.0445;21;0.0468;51;0.1136;9;0.02;0;0;0;0;4;0.0089;181;0.4031;11;0.0245;20;0.0445;;;1;0.0022
Municipals;2019;6;30;8279806030;542;294;1;3;290;53.69;62;0.2138;8;0.0276;35;0.1207;6;0.0207;9;0.031;34;0.1172;7;0.0241;0;0;0;0;0;0;103;0.3552;11;0.0379;15;0.0517;;;0;0
Municipals;2019;6;31;8279806031;731;368;0;3;365;49.93;89;0.2438;2;0.0055;28;0.0767;6;0.0164;19;0.0521;49;0.1342;14;0.0384;0;0;0;0;0;0;126;0.3452;15;0.0411;16;0.0438;;;1;0.0027
Municipals;2019;6;32;8279806032;591;319;0;1;318;53.81;73;0.2296;8;0.0252;27;0.0849;2;0.0063;5;0.0157;49;0.1541;8;0.0252;0;0;0;0;0;0;103;0.3239;20;0.0629;23;0.0723;;;0;0
Municipals;2019;6;33;8279806033;1022;630;2;3;625;61.35;133;0.2128;22;0.0352;78;0.1248;13;0.0208;34;0.0544;70;0.112;11;0.0176;0;0;0;0;3;0.0048;215;0.344;24;0.0384;22;0.0352;;;0;0
Municipals;2019;7;1;8279807001;2018;1253;2;1;1250;62.04;240;0.192;82;0.0656;225;0.18;26;0.0208;84;0.0672;127;0.1016;54;0.0432;0;0;0;0;12;0.0096;308;0.2464;28;0.0224;64;0.0512;;;0;0
Municipals;2019;7;2;8279807002;1512;797;1;1;795;52.65;283;0.356;6;0.0075;47;0.0591;25;0.0314;30;0.0377;87;0.1094;10;0.0126;0;0;0;0;1;0.0013;220;0.2767;28;0.0352;58;0.073;;;0;0
Municipals;2019;7;3;8279807003;1140;471;6;1;464;41.23;145;0.3125;6;0.0129;28;0.0603;11;0.0237;9;0.0194;55;0.1185;2;0.0043;0;0;0;0;2;0.0043;165;0.3556;19;0.0409;20;0.0431;;;2;0.0043
Municipals;2019;7;4;8279807004;1828;1022;5;4;1013;55.69;289;0.2853;23;0.0227;109;0.1076;44;0.0434;46;0.0454;156;0.154;15;0.0148;0;0;0;0;5;0.0049;251;0.2478;39;0.0385;36;0.0355;;;0;0
Municipals;2023;1;1;0827901001;1052;626;;;620;59,51%;46;0.0742;193;0.3113;52;0.0839;24;0.0387;14;0.0226;4;0.0065;43;0.0694;0;0;0;0;;;191;0.3081;12;0.0194;;;4;0.0065;37;0.0597
Municipals;2023;1;2;0827901002;1146;691;;;685;60,30%;68;0.0993;175;0.2555;76;0.1109;31;0.0453;39;0.0569;10;0.0146;42;0.0613;0;0;0;0;;;192;0.2803;19;0.0277;;;4;0.0058;29;0.0423
Municipals;2023;1;4;0827901004;1575;956;;;947;60,70%;96;0.1014;176;0.1859;112;0.1183;44;0.0465;38;0.0401;4;0.0042;70;0.0739;0;0;0;0;;;310;0.3273;43;0.0454;;;14;0.0148;40;0.0422
Municipals;2023;1;5;0827901005;1068;641;;;632;60,02%;87;0.1377;124;0.1962;71;0.1123;34;0.0538;29;0.0459;7;0.0111;41;0.0649;0;0;0;0;;;189;0.2991;22;0.0348;;;6;0.0095;22;0.0348
Municipals;2023;1;6;0827901006;1208;735;;;718;60,84%;77;0.1072;162;0.2256;79;0.11;31;0.0432;27;0.0376;8;0.0111;36;0.0501;0;0;0;0;;;226;0.3148;29;0.0404;;;10;0.0139;33;0.046
Municipals;2023;1;7;0827901007;1437;797;;;783;55,46%;95;0.1213;149;0.1903;60;0.0766;46;0.0587;19;0.0243;7;0.0089;36;0.046;0;0;0;0;;;281;0.3589;47;0.06;;;6;0.0077;37;0.0473
Municipals;2023;1;8;0827901008;980;601;;;594;61,33%;60;0.101;129;0.2172;52;0.0875;33;0.0556;18;0.0303;6;0.0101;42;0.0707;0;0;0;0;;;206;0.3468;22;0.037;;;2;0.0034;24;0.0404
Municipals;2023;1;9;0827901009;1048;630;;;627;60,11%;69;0.11;133;0.2121;56;0.0893;41;0.0654;24;0.0383;6;0.0096;34;0.0542;0;0;0;0;;;199;0.3174;28;0.0447;;;4;0.0064;33;0.0526
Municipals;2023;1;10;0827901010;1013;603;;;600;59,53%;91;0.1517;84;0.14;70;0.1167;26;0.0433;35;0.0583;1;0.0017;52;0.0867;0;0;0;0;;;180;0.3;32;0.0533;;;12;0.02;17;0.0283
Municipals;2023;1;11;0827901011;953;496;;;489;52,05%;94;0.1922;43;0.0879;47;0.0961;32;0.0654;32;0.0654;8;0.0164;27;0.0552;0;0;0;0;;;152;0.3108;33;0.0675;;;5;0.0102;16;0.0327
Municipals;2023;1;12;0827901012;1143;628;;;618;54,94%;114;0.1845;51;0.0825;64;0.1036;31;0.0502;41;0.0663;11;0.0178;16;0.0259;0;0;0;0;;;211;0.3414;52;0.0841;;;7;0.0113;20;0.0324
Municipals;2023;1;13;0827901013;632;307;;;303;48,58%;93;0.3069;2;0.0066;21;0.0693;16;0.0528;21;0.0693;6;0.0198;2;0.0066;0;0;0;0;;;94;0.3102;35;0.1155;;;5;0.0165;8;0.0264
Municipals;2023;1;14;0827901014;1541;785;;;778;50,94%;185;0.2378;36;0.0463;63;0.081;73;0.0938;40;0.0514;14;0.018;25;0.0321;0;0;0;0;;;211;0.2712;98;0.126;;;12;0.0154;21;0.027
Municipals;2023;1;15;0827901015;950;501;;;498;52,74%;98;0.1968;41;0.0823;39;0.0783;31;0.0622;25;0.0502;5;0.01;11;0.0221;0;0;0;0;;;186;0.3735;44;0.0884;;;4;0.008;14;0.0281
Municipals;2023;1;16;0827901016;1800;995;;;986;55,28%;186;0.1886;132;0.1339;94;0.0953;47;0.0477;34;0.0345;8;0.0081;41;0.0416;0;0;0;0;;;341;0.3458;71;0.072;;;13;0.0132;19;0.0193
Municipals;2023;1;17;0827901017;1666;947;;;926;56,84%;112;0.121;145;0.1566;93;0.1004;41;0.0443;41;0.0443;14;0.0151;70;0.0756;0;0;0;0;;;341;0.3683;32;0.0346;;;14;0.0151;23;0.0248
Municipals;2023;1;18;0827901018;492;321;;;316;65,24%;29;0.0918;69;0.2184;45;0.1424;9;0.0285;17;0.0538;4;0.0127;37;0.1171;0;0;0;0;;;81;0.2563;14;0.0443;;;3;0.0095;8;0.0253
Municipals;2023;1;19;0827901019;1159;588;;;581;50,73%;104;0.179;30;0.0516;67;0.1153;57;0.0981;33;0.0568;6;0.0103;17;0.0293;0;0;0;0;;;201;0.346;39;0.0671;;;10;0.0172;17;0.0293
Municipals;2023;1;20;0827901020;1207;723;;;709;59,90%;125;0.1763;83;0.1171;56;0.079;36;0.0508;37;0.0522;10;0.0141;35;0.0494;0;0;0;0;;;254;0.3583;28;0.0395;;;9;0.0127;36;0.0508
Municipals;2023;1;21;0827901021;1120;593;;;587;52,95%;106;0.1806;63;0.1073;61;0.1039;55;0.0937;20;0.0341;13;0.0221;32;0.0545;0;0;0;0;;;148;0.2521;57;0.0971;;;11;0.0187;21;0.0358
Municipals;2023;1;22;0827901022;1439;794;;;780;55,18%;115;0.1474;82;0.1051;76;0.0974;43;0.0551;20;0.0256;14;0.0179;40;0.0513;0;0;0;0;;;288;0.3692;56;0.0718;;;14;0.0179;32;0.041
Municipals;2023;1;23;0827901023;997;606;;;598;60,78%;107;0.1789;68;0.1137;53;0.0886;38;0.0635;30;0.0502;11;0.0184;18;0.0301;0;0;0;0;;;189;0.3161;46;0.0769;;;13;0.0217;25;0.0418
Municipals;2023;1;24;0827901024;678;436;;;427;64,31%;38;0.089;122;0.2857;40;0.0937;19;0.0445;20;0.0468;3;0.007;32;0.0749;0;0;0;0;;;114;0.267;8;0.0187;;;8;0.0187;23;0.0539
Municipals;2023;1;25;0827901025;1047;642;;;634;61,32%;53;0.0836;103;0.1625;52;0.082;38;0.0599;24;0.0379;12;0.0189;27;0.0426;0;0;0;0;;;259;0.4085;21;0.0331;;;12;0.0189;33;0.0521
Municipals;2023;2;1;0827902001;1060;503;;;500;47,45%;156;0.312;11;0.022;27;0.054;47;0.094;11;0.022;12;0.024;7;0.014;0;0;0;0;;;137;0.274;74;0.148;;;8;0.016;10;0.02
Municipals;2023;2;3;0827902003;964;365;;;363;37,86%;146;0.4022;7;0.0193;6;0.0165;24;0.0661;12;0.0331;9;0.0248;1;0.0028;0;0;0;0;;;84;0.2314;53;0.146;;;3;0.0083;18;0.0496
Municipals;2023;2;4;0827902004;885;365;;;361;41,24%;127;0.3518;9;0.0249;11;0.0305;27;0.0748;22;0.0609;0;0;7;0.0194;0;0;0;0;;;91;0.2521;51;0.1413;;;5;0.0139;11;0.0305
Municipals;2023;2;5;0827902005;827;408;;;405;49,33%;124;0.3062;5;0.0123;16;0.0395;42;0.1037;15;0.037;7;0.0173;4;0.0099;0;0;0;0;;;107;0.2642;63;0.1556;;;6;0.0148;16;0.0395
Municipals;2023;2;6;0827902006;715;348;;;348;48,67%;97;0.2787;7;0.0201;17;0.0489;36;0.1034;18;0.0517;6;0.0172;9;0.0259;0;0;0;0;;;84;0.2414;67;0.1925;;;4;0.0115;3;0.0086
Municipals;2023;2;8;0827902008;773;363;;;357;46,96%;104;0.2913;2;0.0056;20;0.056;23;0.0644;23;0.0644;8;0.0224;6;0.0168;0;0;0;0;;;101;0.2829;62;0.1737;;;2;0.0056;6;0.0168
Municipals;2023;2;9;0827902009;1133;542;;;539;47,84%;155;0.2876;12;0.0223;32;0.0594;45;0.0835;14;0.026;8;0.0148;6;0.0111;0;0;0;0;;;164;0.3043;84;0.1558;;;8;0.0148;11;0.0204
Municipals;2023;2;11;0827902011;862;391;;;386;45,36%;94;0.2435;11;0.0285;15;0.0389;33;0.0855;11;0.0285;9;0.0233;6;0.0155;0;0;0;0;;;117;0.3031;71;0.1839;;;5;0.013;14;0.0363
Municipals;2023;2;12;0827902012;681;240;;;239;35,24%;82;0.3431;2;0.0084;9;0.0377;15;0.0628;12;0.0502;2;0.0084;6;0.0251;0;0;0;0;;;57;0.2385;38;0.159;;;2;0.0084;14;0.0586
Municipals;2023;2;14;0827902014;1482;654;;;644;44,13%;144;0.2236;18;0.028;31;0.0481;48;0.0745;26;0.0404;15;0.0233;6;0.0093;0;0;0;0;;;200;0.3106;127;0.1972;;;14;0.0217;15;0.0233
Municipals;2023;2;15;0827902015;555;172;;;172;30,99%;60;0.3488;1;0.0058;5;0.0291;6;0.0349;5;0.0291;2;0.0116;1;0.0058;0;0;0;0;;;50;0.2907;34;0.1977;;;2;0.0116;6;0.0349
Municipals;2023;2;16;0827902016;1598;762;;;753;47,68%;150;0.1992;24;0.0319;39;0.0518;35;0.0465;51;0.0677;9;0.012;17;0.0226;0;0;0;0;;;255;0.3386;139;0.1846;;;17;0.0226;17;0.0226
Municipals;2023;2;17;0827902017;1451;565;;;563;38,94%;121;0.2149;6;0.0107;26;0.0462;34;0.0604;33;0.0586;10;0.0178;10;0.0178;0;0;0;0;;;178;0.3162;113;0.2007;;;20;0.0355;12;0.0213
Municipals;2023;3;1;0827903001;1274;626;;;621;49,14%;97;0.1562;23;0.037;63;0.1014;52;0.0837;26;0.0419;6;0.0097;20;0.0322;0;0;0;0;;;247;0.3977;59;0.095;;;16;0.0258;12;0.0193
Municipals;2023;3;2;0827903002;1085;604;;;589;55,67%;113;0.1919;28;0.0475;52;0.0883;32;0.0543;26;0.0441;6;0.0102;23;0.039;0;0;0;0;;;219;0.3718;65;0.1104;;;16;0.0272;9;0.0153
Municipals;2023;3;3;0827903003;1174;553;;;549;47,10%;138;0.2514;26;0.0474;33;0.0601;44;0.0801;17;0.031;15;0.0273;12;0.0219;0;0;0;0;;;176;0.3206;60;0.1093;;;12;0.0219;16;0.0291
Municipals;2023;3;4;0827903004;923;373;;;370;40,41%;83;0.2243;7;0.0189;26;0.0703;28;0.0757;21;0.0568;1;0.0027;7;0.0189;0;0;0;0;;;136;0.3676;53;0.1432;;;4;0.0108;4;0.0108
Municipals;2023;3;5;0827903005;1780;937;;;926;52,64%;153;0.1652;79;0.0853;97;0.1048;41;0.0443;30;0.0324;15;0.0162;36;0.0389;0;0;0;0;;;375;0.405;49;0.0529;;;19;0.0205;32;0.0346
Municipals;2023;3;6;0827903006;1609;861;;;848;53,51%;97;0.1144;93;0.1097;93;0.1097;32;0.0377;34;0.0401;11;0.013;29;0.0342;0;0;0;0;;;382;0.4505;40;0.0472;;;11;0.013;26;0.0307
Municipals;2023;3;7;0827903007;1677;879;;;869;52,42%;125;0.1438;51;0.0587;82;0.0944;37;0.0426;33;0.038;8;0.0092;42;0.0483;0;0;0;0;;;367;0.4223;85;0.0978;;;17;0.0196;22;0.0253
Municipals;2023;3;8;0827903008;1514;737;;;736;48,68%;199;0.2704;8;0.0109;27;0.0367;37;0.0503;27;0.0367;10;0.0136;12;0.0163;0;0;0;0;;;288;0.3913;99;0.1345;;;8;0.0109;21;0.0285
Municipals;2023;3;14;0827903014;1122;445;;;438;39,66%;116;0.2648;16;0.0365;27;0.0616;30;0.0685;10;0.0228;8;0.0183;13;0.0297;0;0;0;0;;;142;0.3242;57;0.1301;;;6;0.0137;13;0.0297
Municipals;2023;3;15;0827903015;900;453;;;450;50,33%;122;0.2711;6;0.0133;24;0.0533;44;0.0978;21;0.0467;11;0.0244;12;0.0267;0;0;0;0;;;148;0.3289;45;0.1;;;10;0.0222;7;0.0156
Municipals;2023;3;16;0827903016;789;338;;;333;42,84%;91;0.2733;1;0.003;6;0.018;36;0.1081;10;0.03;9;0.027;0;0;0;0;0;0;;;132;0.3964;44;0.1321;;;4;0.012;0;0
Municipals;2023;3;17;0827903017;830;376;;;375;45,30%;120;0.32;4;0.0107;12;0.032;44;0.1173;15;0.04;10;0.0267;1;0.0027;0;0;0;0;;;106;0.2827;50;0.1333;;;6;0.016;7;0.0187
Municipals;2023;3;18;0827903018;768;443;;;438;57,68%;117;0.2671;4;0.0091;14;0.032;32;0.0731;13;0.0297;8;0.0183;1;0.0023;0;0;0;0;;;169;0.3858;61;0.1393;;;7;0.016;12;0.0274
Municipals;2023;3;19;0827903019;865;392;;;388;45,32%;131;0.3376;5;0.0129;16;0.0412;38;0.0979;29;0.0747;5;0.0129;8;0.0206;0;0;0;0;;;105;0.2706;41;0.1057;;;1;0.0026;9;0.0232
Municipals;2023;3;20;0827903020;1180;619;;;610;52,46%;131;0.2148;27;0.0443;40;0.0656;26;0.0426;33;0.0541;12;0.0197;22;0.0361;0;0;0;0;;;229;0.3754;67;0.1098;;;9;0.0148;14;0.023
Municipals;2023;4;1;0827904001;1130;608;;;599;53,81%;78;0.1302;118;0.197;58;0.0968;49;0.0818;23;0.0384;10;0.0167;26;0.0434;0;0;0;0;;;181;0.3022;31;0.0518;;;4;0.0067;21;0.0351
Municipals;2023;4;2;0827904002;1150;629;;;620;54,70%;84;0.1355;112;0.1806;86;0.1387;26;0.0419;24;0.0387;5;0.0081;29;0.0468;0;0;0;0;;;199;0.321;31;0.05;;;7;0.0113;17;0.0274
Municipals;2023;4;3;0827904003;1333;701;;;693;52,59%;101;0.1457;54;0.0779;78;0.1126;53;0.0765;30;0.0433;7;0.0101;27;0.039;0;0;0;0;;;273;0.3939;41;0.0592;;;13;0.0188;16;0.0231
Municipals;2023;4;4;0827904004;1141;570;;;562;49,96%;87;0.1548;39;0.0694;76;0.1352;30;0.0534;15;0.0267;4;0.0071;22;0.0391;0;0;0;0;;;217;0.3861;42;0.0747;;;15;0.0267;15;0.0267
Municipals;2023;4;5;0827904005;1272;616;;;607;48,43%;101;0.1664;37;0.061;48;0.0791;28;0.0461;24;0.0395;2;0.0033;21;0.0346;0;0;0;0;;;266;0.4382;59;0.0972;;;12;0.0198;9;0.0148
Municipals;2023;4;6;0827904006;1490;740;;;732;49,66%;177;0.2418;30;0.041;58;0.0792;45;0.0615;36;0.0492;4;0.0055;37;0.0505;0;0;0;0;;;212;0.2896;97;0.1325;;;12;0.0164;24;0.0328
Municipals;2023;4;7;0827904007;1865;831;;;817;44,56%;192;0.235;37;0.0453;64;0.0783;41;0.0502;30;0.0367;14;0.0171;21;0.0257;0;0;0;0;;;265;0.3244;119;0.1457;;;22;0.0269;12;0.0147
