Elecció;Any;Districte;Secció;CUSEC;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;CiU / Junts;% CiU / Junts;ERC;% ERC;PP;% PP;ICV / Comuns;% ICV / Comuns;Cs;% Cs;CUP;% CUP;PxC;% PxC;En Blanco;% En Blanco;PRIMARIES;% PRIMARIES;TxT;% TxT;VOX;% VOX;Podem;% Podem;PACMA;% PACMA;Altres;% Altres
Municipals;2015;5;26;08279805026;994;613;2;0;611;61,67%;130;0.2128;93;0.1522;144;0.2357;33;0.054;93;0.1522;73;0.1195;32;0.0524;3;0.0049;;;0;0;0;0;0;0;0;0;0;0;10;0.0164
Municipals;2015;5;27;08279805027;957;577;9;5;563;59,77%;126;0.2238;79;0.1403;111;0.1972;26;0.0462;113;0.2007;59;0.1048;39;0.0693;8;0.0142;;;0;0;0;0;0;0;0;0;0;0;2;0.0036
Municipals;2015;5;28;08279805028;876;507;6;4;497;57,42%;185;0.3722;25;0.0503;41;0.0825;22;0.0443;115;0.2314;73;0.1469;17;0.0342;9;0.0181;;;0;0;0;0;0;0;0;0;0;0;10;0.0201
Municipals;2015;5;29;08279805029;887;517;4;2;511;58,06%;163;0.319;20;0.0391;60;0.1174;23;0.045;127;0.2485;73;0.1429;24;0.047;6;0.0117;;;0;0;0;0;0;0;0;0;0;0;15;0.0294
Municipals;2015;6;1;08279806001;879;491;7;0;484;55,86%;215;0.4442;27;0.0558;31;0.064;17;0.0351;106;0.219;61;0.126;9;0.0186;13;0.0269;;;0;0;0;0;0;0;0;0;0;0;5;0.0103
Municipals;2015;6;2;08279806002;1180;593;4;3;586;50,00%;197;0.3362;43;0.0734;47;0.0802;33;0.0563;131;0.2235;79;0.1348;20;0.0341;10;0.0171;;;0;0;0;0;0;0;0;0;0;0;26;0.0444
Municipals;2015;6;3;08279806003;1455;735;2;4;729;50,24%;245;0.3361;39;0.0535;44;0.0604;62;0.085;183;0.251;100;0.1372;34;0.0466;15;0.0206;;;0;0;0;0;0;0;0;0;0;0;7;0.0096
Municipals;2015;6;4;08279806004;870;446;6;1;439;51,15%;132;0.3007;26;0.0592;41;0.0934;48;0.1093;82;0.1868;59;0.1344;34;0.0774;11;0.0251;;;0;0;0;0;0;0;0;0;0;0;6;0.0137
Municipals;2015;6;5;08279806005;1106;557;2;0;555;50,36%;156;0.2811;20;0.036;62;0.1117;33;0.0595;156;0.2811;66;0.1189;33;0.0595;22;0.0396;;;0;0;0;0;0;0;0;0;0;0;7;0.0126
Municipals;2015;6;6;08279806006;1117;550;7;4;539;48,88%;173;0.321;21;0.039;25;0.0464;29;0.0538;120;0.2226;126;0.2338;22;0.0408;20;0.0371;;;0;0;0;0;0;0;0;0;0;0;3;0.0056
Municipals;2015;6;8;08279806008;1634;881;5;9;867;53,37%;244;0.2814;92;0.1061;158;0.1822;32;0.0369;158;0.1822;102;0.1176;53;0.0611;19;0.0219;;;0;0;0;0;0;0;0;0;0;0;9;0.0104
Municipals;2015;6;9;08279806009;876;491;4;0;487;56,05%;169;0.347;27;0.0554;32;0.0657;30;0.0616;134;0.2752;57;0.117;22;0.0452;10;0.0205;;;0;0;0;0;0;0;0;0;0;0;6;0.0123
Municipals;2015;6;10;08279806010;1548;873;9;4;860;56,14%;324;0.3767;38;0.0442;55;0.064;56;0.0651;197;0.2291;127;0.1477;27;0.0314;22;0.0256;;;0;0;0;0;0;0;0;0;0;0;14;0.0163
Municipals;2015;6;11;08279806011;1287;580;2;2;576;44,91%;199;0.3455;21;0.0365;39;0.0677;37;0.0642;173;0.3003;68;0.1181;15;0.026;7;0.0122;;;0;0;0;0;0;0;0;0;0;0;17;0.0295
Municipals;2015;6;12;08279806012;935;481;1;3;477;51,12%;147;0.3082;29;0.0608;50;0.1048;39;0.0818;113;0.2369;65;0.1363;24;0.0503;8;0.0168;;;0;0;0;0;0;0;0;0;0;0;2;0.0042
Municipals;2015;6;13;08279806013;702;383;3;1;379;54,42%;140;0.3694;9;0.0237;8;0.0211;33;0.0871;103;0.2718;48;0.1266;10;0.0264;17;0.0449;;;0;0;0;0;0;0;0;0;0;0;11;0.029
Municipals;2015;6;14;08279806014;727;318;3;1;314;43,60%;120;0.3822;7;0.0223;16;0.051;24;0.0764;70;0.2229;33;0.1051;16;0.051;18;0.0573;;;0;0;0;0;0;0;0;0;0;0;10;0.0318
Municipals;2015;6;16;08279806016;1140;512;2;2;508;44,74%;159;0.313;58;0.1142;29;0.0571;36;0.0709;139;0.2736;48;0.0945;18;0.0354;14;0.0276;;;0;0;0;0;0;0;0;0;0;0;7;0.0138
Municipals;2015;6;18;08279806018;909;484;7;7;470;52,48%;202;0.4298;18;0.0383;14;0.0298;35;0.0745;105;0.2234;51;0.1085;13;0.0277;21;0.0447;;;0;0;0;0;0;0;0;0;0;0;11;0.0234
Municipals;2015;6;20;08279806020;1174;534;9;6;519;44,97%;207;0.3988;16;0.0308;31;0.0597;29;0.0559;102;0.1965;73;0.1407;15;0.0289;30;0.0578;;;0;0;0;0;0;0;0;0;0;0;16;0.0308
Municipals;2015;6;23;08279806023;1005;485;4;3;478;47,96%;194;0.4059;10;0.0209;35;0.0732;32;0.0669;110;0.2301;75;0.1569;8;0.0167;11;0.023;;;0;0;0;0;0;0;0;0;0;0;3;0.0063
Municipals;2015;6;24;08279806024;1780;893;12;4;877;49,94%;290;0.3307;20;0.0228;42;0.0479;51;0.0582;283;0.3227;134;0.1528;25;0.0285;16;0.0182;;;0;0;0;0;0;0;0;0;0;0;16;0.0182
Municipals;2015;6;25;08279806025;1408;730;12;2;716;51,70%;288;0.4022;27;0.0377;49;0.0684;42;0.0587;172;0.2402;80;0.1117;28;0.0391;16;0.0223;;;0;0;0;0;0;0;0;0;0;0;14;0.0196
Municipals;2015;6;26;08279806026;1198;576;6;1;569;48,00%;223;0.3919;12;0.0211;25;0.0439;19;0.0334;146;0.2566;76;0.1336;24;0.0422;37;0.065;;;0;0;0;0;0;0;0;0;0;0;7;0.0123
Municipals;2015;6;27;08279806027;981;481;5;0;476;49,03%;238;0.5;8;0.0168;24;0.0504;26;0.0546;109;0.229;51;0.1071;5;0.0105;13;0.0273;;;0;0;0;0;0;0;0;0;0;0;2;0.0042
Municipals;2015;6;28;08279806028;1189;666;6;6;654;55,51%;257;0.393;16;0.0245;33;0.0505;45;0.0688;187;0.2859;80;0.1223;19;0.0291;13;0.0199;;;0;0;0;0;0;0;0;0;0;0;4;0.0061
Municipals;2015;6;29;08279806029;769;378;5;2;371;48,89%;136;0.3666;6;0.0162;17;0.0458;24;0.0647;91;0.2453;66;0.1779;11;0.0296;16;0.0431;;;0;0;0;0;0;0;0;0;0;0;4;0.0108
Municipals;2015;6;30;08279806030;549;236;3;2;231;42,62%;65;0.2814;9;0.039;17;0.0736;8;0.0346;73;0.316;42;0.1818;7;0.0303;7;0.0303;;;0;0;0;0;0;0;0;0;0;0;3;0.013
Municipals;2015;6;31;08279806031;740;389;4;0;385;52,57%;141;0.3662;10;0.026;29;0.0753;11;0.0286;114;0.2961;49;0.1273;16;0.0416;12;0.0312;;;0;0;0;0;0;0;0;0;0;0;3;0.0078
Municipals;2015;6;32;08279806032;559;249;3;2;244;44,19%;51;0.209;12;0.0492;9;0.0369;10;0.041;79;0.3238;52;0.2131;7;0.0287;16;0.0656;;;0;0;0;0;0;0;0;0;0;0;8;0.0328
Municipals;2015;6;33;08279806033;1001;533;11;2;520;53,05%;143;0.275;24;0.0462;55;0.1058;23;0.0442;115;0.2212;117;0.225;21;0.0404;15;0.0288;;;0;0;0;0;0;0;0;0;0;0;7;0.0135
Municipals;2019;1;1;8279801001;1096;842;2;1;839;76.73;53;0.0632;226;0.2694;200;0.2384;23;0.0274;16;0.0191;33;0.0393;58;0.0691;0;0;0;0;23;0.0274;178;0.2122;6;0.0072;6;0.0072;;;17;0.0203
Municipals;2019;1;2;8279801002;1117;791;5;0;786;70.81;69;0.0878;175;0.2226;189;0.2405;20;0.0254;51;0.0649;22;0.028;56;0.0712;0;0;0;0;17;0.0216;162;0.2061;4;0.0051;8;0.0102;;;13;0.0165
Municipals;2019;1;4;8279801004;1539;1131;4;6;1121;73.1;96;0.0856;197;0.1757;273;0.2435;34;0.0303;50;0.0446;33;0.0294;83;0.074;0;0;0;0;36;0.0321;280;0.2498;12;0.0107;19;0.0169;;;8;0.0071
Municipals;2019;1;5;8279801005;987;764;3;2;759;77.2;79;0.1041;124;0.1634;181;0.2385;29;0.0382;44;0.058;34;0.0448;43;0.0567;0;0;0;0;22;0.029;180;0.2372;5;0.0066;15;0.0198;;;3;0.004
Municipals;2019;1;6;8279801006;1212;899;3;0;896;74.17;79;0.0882;189;0.2109;231;0.2578;23;0.0257;37;0.0413;47;0.0525;39;0.0435;0;0;0;0;34;0.0379;187;0.2087;9;0.01;9;0.01;;;12;0.0134
Municipals;2019;1;7;8279801007;1428;1000;6;1;993;69.96;97;0.0977;199;0.2004;208;0.2095;43;0.0433;32;0.0322;35;0.0352;46;0.0463;0;0;0;0;33;0.0332;266;0.2679;11;0.0111;13;0.0131;;;10;0.0101
Municipals;2019;1;8;8279801008;1983;1467;7;1;1459;73.93;121;0.0829;298;0.2042;325;0.2228;46;0.0315;53;0.0363;72;0.0493;83;0.0569;0;0;0;0;39;0.0267;383;0.2625;14;0.0096;16;0.011;;;9;0.0062
Municipals;2019;1;9;8279801009;1050;746;2;3;741;70.76;45;0.0607;129;0.1741;194;0.2618;23;0.031;38;0.0513;43;0.058;53;0.0715;0;0;0;0;20;0.027;161;0.2173;12;0.0162;14;0.0189;;;9;0.0121
Municipals;2019;1;10;8279801010;981;693;3;0;690;70.64;71;0.1029;97;0.1406;185;0.2681;16;0.0232;34;0.0493;31;0.0449;50;0.0725;0;0;0;0;21;0.0304;163;0.2362;5;0.0072;14;0.0203;;;3;0.0043
Municipals;2019;1;11;8279801011;923;590;5;2;583;63.71;117;0.2007;29;0.0497;98;0.1681;15;0.0257;37;0.0635;45;0.0772;31;0.0532;0;0;0;0;3;0.0051;169;0.2899;9;0.0154;30;0.0515;;;0;0
Municipals;2019;1;12;8279801012;1100;692;5;2;685;62.73;130;0.1898;56;0.0818;123;0.1796;18;0.0263;31;0.0453;37;0.054;28;0.0409;0;0;0;0;16;0.0234;203;0.2964;0;0;38;0.0555;;;5;0.0073
Municipals;2019;1;13;8279801013;643;390;6;2;382;60.34;111;0.2906;2;0.0052;32;0.0838;9;0.0236;15;0.0393;38;0.0995;10;0.0262;0;0;0;0;1;0.0026;117;0.3063;19;0.0497;27;0.0707;;;1;0.0026
Municipals;2019;1;14;8279801014;1625;946;1;4;941;57.97;222;0.2359;53;0.0563;125;0.1328;40;0.0425;45;0.0478;109;0.1158;30;0.0319;0;0;0;0;9;0.0096;250;0.2657;25;0.0266;32;0.034;;;1;0.0011
Municipals;2019;1;15;8279801015;936;601;6;1;594;64.1;140;0.2357;59;0.0993;82;0.138;9;0.0152;26;0.0438;38;0.064;25;0.0421;0;0;0;0;8;0.0135;164;0.2761;20;0.0337;23;0.0387;;;0;0
Municipals;2019;1;16;8279801016;1864;1246;2;4;1240;66.63;197;0.1589;169;0.1363;284;0.229;16;0.0129;34;0.0274;67;0.054;66;0.0532;0;0;0;0;27;0.0218;313;0.2524;22;0.0177;44;0.0355;;;1;0.0008
Municipals;2019;1;17;8279801017;1657;1193;2;2;1189;71.88;127;0.1068;195;0.164;306;0.2574;26;0.0219;64;0.0538;48;0.0404;56;0.0471;0;0;0;0;34;0.0286;292;0.2456;7;0.0059;30;0.0252;;;4;0.0034
Municipals;2019;1;18;8279801018;440;342;2;1;339;77.5;35;0.1032;67;0.1976;85;0.2507;5;0.0147;13;0.0383;15;0.0442;26;0.0767;0;0;0;0;9;0.0265;76;0.2242;1;0.0029;5;0.0147;;;2;0.0059
Municipals;2019;1;19;8279801019;1158;735;7;2;726;63.3;128;0.1763;49;0.0675;125;0.1722;30;0.0413;49;0.0675;56;0.0771;30;0.0413;0;0;0;0;4;0.0055;217;0.2989;15;0.0207;23;0.0317;;;0;0
Municipals;2019;1;20;8279801020;1049;800;3;2;795;76.07;124;0.156;85;0.1069;171;0.2151;29;0.0365;32;0.0403;50;0.0629;46;0.0579;0;0;0;0;15;0.0189;221;0.278;4;0.005;14;0.0176;;;4;0.005
Municipals;2019;1;21;8279801021;1070;696;4;1;691;64.95;129;0.1867;78;0.1129;125;0.1809;24;0.0347;37;0.0535;68;0.0984;25;0.0362;0;0;0;0;9;0.013;172;0.2489;6;0.0087;17;0.0246;;;1;0.0014
Municipals;2019;1;22;8279801022;1405;982;6;1;975;69.82;127;0.1303;131;0.1344;194;0.199;33;0.0338;44;0.0451;51;0.0523;53;0.0544;0;0;0;0;27;0.0277;277;0.2841;12;0.0123;19;0.0195;;;7;0.0072
Municipals;2019;1;23;8279801023;968;756;4;1;751;78;120;0.1598;79;0.1052;160;0.213;24;0.032;47;0.0626;66;0.0879;36;0.0479;0;0;0;0;7;0.0093;174;0.2317;11;0.0146;19;0.0253;;;8;0.0107
Municipals;2019;1;24;8279801024;663;493;4;0;489;74.36;42;0.0859;121;0.2474;124;0.2536;18;0.0368;30;0.0613;15;0.0307;24;0.0491;0;0;0;0;19;0.0389;80;0.1636;2;0.0041;10;0.0204;;;4;0.0082
Municipals;2019;2;1;8279802001;1094;612;1;2;609;55.76;185;0.3038;16;0.0263;58;0.0952;22;0.0361;25;0.0411;62;0.1018;16;0.0263;0;0;0;0;3;0.0049;167;0.2742;27;0.0443;22;0.0361;;;6;0.0099
Municipals;2019;2;2;8279802002;458;187;0;1;186;40.61;63;0.3387;8;0.043;10;0.0538;9;0.0484;12;0.0645;10;0.0538;2;0.0108;0;0;0;0;1;0.0054;54;0.2903;8;0.043;9;0.0484;;;0;0
Municipals;2019;2;3;8279802003;799;381;1;0;380;47.68;127;0.3342;6;0.0158;33;0.0868;17;0.0447;15;0.0395;45;0.1184;7;0.0184;0;0;0;0;1;0.0026;106;0.2789;15;0.0395;8;0.0211;;;0;0
Municipals;2019;2;4;8279802004;660;319;3;0;316;48.33;91;0.288;8;0.0253;12;0.038;19;0.0601;14;0.0443;45;0.1424;8;0.0253;0;0;0;0;1;0.0032;88;0.2785;9;0.0285;19;0.0601;;;2;0.0063
Municipals;2019;2;5;8279802005;827;468;4;2;462;56.35;117;0.2532;8;0.0173;34;0.0736;22;0.0476;21;0.0455;49;0.1061;9;0.0195;0;0;0;0;3;0.0065;160;0.3463;15;0.0325;21;0.0455;;;3;0.0065
Municipals;2019;2;6;8279802006;737;399;0;1;398;54;112;0.2814;17;0.0427;33;0.0829;17;0.0427;24;0.0603;43;0.108;12;0.0302;0;0;0;0;0;0;109;0.2739;12;0.0302;19;0.0477;;;0;0
Municipals;2019;2;8;8279802008;781;450;2;2;446;57.36;125;0.2803;8;0.0179;28;0.0628;15;0.0336;19;0.0426;57;0.1278;7;0.0157;0;0;0;0;2;0.0045;142;0.3184;16;0.0359;26;0.0583;;;1;0.0022
Municipals;2019;2;9;8279802009;1121;570;0;0;570;50.85;185;0.3246;13;0.0228;46;0.0807;19;0.0333;32;0.0561;46;0.0807;11;0.0193;0;0;0;0;2;0.0035;174;0.3053;15;0.0263;27;0.0474;;;0;0
Municipals;2019;2;11;8279802011;827;420;2;2;416;50.54;116;0.2788;10;0.024;29;0.0697;17;0.0409;17;0.0409;52;0.125;12;0.0288;0;0;0;0;1;0.0024;124;0.2981;17;0.0409;20;0.0481;;;1;0.0024
Municipals;2019;2;12;8279802012;673;307;2;4;301;45.02;68;0.2259;3;0.01;14;0.0465;14;0.0465;10;0.0332;20;0.0664;5;0.0166;0;0;0;0;0;0;137;0.4551;12;0.0399;17;0.0565;;;1;0.0033
Municipals;2019;2;14;8279802014;1477;793;2;3;788;53.49;155;0.1967;14;0.0178;86;0.1091;17;0.0216;33;0.0419;83;0.1053;22;0.0279;0;0;0;0;2;0.0025;295;0.3744;33;0.0419;45;0.0571;;;3;0.0038
Municipals;2019;2;15;8279802015;595;222;0;0;222;37.31;66;0.2973;2;0.009;5;0.0225;10;0.045;7;0.0315;27;0.1216;0;0;0;0;0;0;0;0;83;0.3739;11;0.0495;11;0.0495;;;0;0
Municipals;2019;2;16;8279802016;1573;888;0;3;885;56.26;173;0.1955;24;0.0271;120;0.1356;12;0.0136;40;0.0452;99;0.1119;31;0.035;0;0;0;0;0;0;299;0.3379;37;0.0418;50;0.0565;;;0;0
Municipals;2019;2;17;8279802017;1367;688;4;5;679;49.96;183;0.2695;14;0.0206;69;0.1016;13;0.0191;26;0.0383;72;0.106;14;0.0206;0;0;0;0;10;0.0147;210;0.3093;30;0.0442;38;0.056;;;0;0
Municipals;2019;3;1;8279803001;1316;786;3;1;782;59.65;157;0.2008;37;0.0473;139;0.1777;21;0.0269;41;0.0524;65;0.0831;32;0.0409;0;0;0;0;6;0.0077;239;0.3056;17;0.0217;27;0.0345;;;1;0.0013
Municipals;2019;3;2;8279803002;1107;746;5;1;740;67.3;152;0.2054;55;0.0743;127;0.1716;21;0.0284;37;0.05;66;0.0892;18;0.0243;0;0;0;0;11;0.0149;212;0.2865;9;0.0122;29;0.0392;;;3;0.0041
Municipals;2019;3;3;8279803003;1222;695;6;1;688;56.79;166;0.2413;39;0.0567;73;0.1061;24;0.0349;33;0.048;76;0.1105;8;0.0116;0;0;0;0;2;0.0029;209;0.3038;29;0.0422;27;0.0392;;;2;0.0029
Municipals;2019;3;4;8279803004;941;475;4;3;468;50.16;100;0.2137;11;0.0235;53;0.1132;29;0.062;20;0.0427;37;0.0791;17;0.0363;0;0;0;0;1;0.0021;150;0.3205;14;0.0299;36;0.0769;;;0;0
Municipals;2019;3;5;8279803005;1747;1077;7;3;1067;61.48;161;0.1509;101;0.0947;202;0.1893;10;0.0094;70;0.0656;57;0.0534;43;0.0403;0;0;0;0;23;0.0216;360;0.3374;19;0.0178;20;0.0187;;;1;0.0009
Municipals;2019;3;6;8279803006;1527;1020;7;1;1012;66.73;113;0.1117;133;0.1314;206;0.2036;17;0.0168;45;0.0445;44;0.0435;33;0.0326;0;0;0;0;35;0.0346;345;0.3409;12;0.0119;27;0.0267;;;2;0.002
Municipals;2019;3;7;8279803007;1632;1061;4;1;1056;64.95;135;0.1278;103;0.0975;208;0.197;24;0.0227;59;0.0559;83;0.0786;51;0.0483;0;0;0;0;21;0.0199;324;0.3068;18;0.017;29;0.0275;;;1;0.0009
Municipals;2019;3;8;8279803008;1553;835;1;3;831;53.57;254;0.3057;12;0.0144;71;0.0854;39;0.0469;29;0.0349;61;0.0734;14;0.0168;0;0;0;0;1;0.0012;269;0.3237;29;0.0349;50;0.0602;;;2;0.0024
Municipals;2019;3;14;8279803014;1090;518;3;4;511;47.16;136;0.2661;10;0.0196;67;0.1311;17;0.0333;17;0.0333;49;0.0959;21;0.0411;0;0;0;0;5;0.0098;166;0.3249;13;0.0254;8;0.0157;;;2;0.0039
Municipals;2019;3;15;8279803015;918;558;0;0;558;60.78;142;0.2545;18;0.0323;89;0.1595;20;0.0358;36;0.0645;42;0.0753;18;0.0323;0;0;0;0;2;0.0036;154;0.276;20;0.0358;17;0.0305;;;0;0
Municipals;2019;3;16;8279803016;679;375;0;0;375;55.23;125;0.3333;4;0.0107;12;0.032;19;0.0507;12;0.032;54;0.144;8;0.0213;0;0;0;0;2;0.0053;110;0.2933;7;0.0187;22;0.0587;;;0;0
Municipals;2019;3;17;8279803017;840;452;1;3;448;53.45;167;0.3728;3;0.0067;24;0.0536;20;0.0446;19;0.0424;58;0.1295;4;0.0089;0;0;0;0;0;0;115;0.2567;10;0.0223;28;0.0625;;;0;0
Municipals;2019;3;18;8279803018;757;445;1;0;444;58.78;108;0.2432;7;0.0158;26;0.0586;13;0.0293;11;0.0248;63;0.1419;2;0.0045;0;0;0;0;0;0;172;0.3874;19;0.0428;22;0.0495;;;1;0.0023
Municipals;2019;3;19;8279803019;906;487;1;1;485;53.64;165;0.3402;13;0.0268;34;0.0701;17;0.0351;20;0.0412;66;0.1361;9;0.0186;0;0;0;0;2;0.0041;125;0.2577;13;0.0268;20;0.0412;;;1;0.0021
Municipals;2019;3;20;8279803020;1181;654;5;1;648;55.29;165;0.2546;30;0.0463;79;0.1219;12;0.0185;23;0.0355;48;0.0741;31;0.0478;0;0;0;0;9;0.0139;210;0.3241;7;0.0108;33;0.0509;;;1;0.0015
Municipals;2019;4;1;8279804001;1102;767;4;0;763;69.6;82;0.1075;166;0.2176;163;0.2136;34;0.0446;21;0.0275;37;0.0485;45;0.059;0;0;0;0;11;0.0144;177;0.232;9;0.0118;15;0.0197;;;3;0.0039
Municipals;2019;4;2;8279804002;1156;814;2;2;810;70.24;72;0.0889;169;0.2086;196;0.242;19;0.0235;36;0.0444;38;0.0469;39;0.0481;0;0;0;0;17;0.021;199;0.2457;7;0.0086;11;0.0136;;;7;0.0086
Municipals;2019;4;3;8279804003;1303;843;1;4;838;64.39;141;0.1683;87;0.1038;177;0.2112;29;0.0346;38;0.0453;38;0.0453;45;0.0537;0;0;0;0;14;0.0167;226;0.2697;11;0.0131;29;0.0346;;;3;0.0036
Municipals;2019;4;4;8279804004;1153;735;3;5;727;63.31;127;0.1747;51;0.0702;152;0.2091;17;0.0234;49;0.0674;57;0.0784;37;0.0509;0;0;0;0;14;0.0193;182;0.2503;9;0.0124;32;0.044;;;0;0
Municipals;2019;4;5;8279804005;1214;700;1;2;697;57.5;99;0.142;59;0.0846;141;0.2023;14;0.0201;18;0.0258;55;0.0789;28;0.0402;0;0;0;0;10;0.0143;242;0.3472;11;0.0158;20;0.0287;;;0;0
Municipals;2019;4;6;8279804006;1453;899;1;4;894;61.6;211;0.236;34;0.038;121;0.1353;34;0.038;34;0.038;83;0.0928;45;0.0503;0;0;0;0;14;0.0157;258;0.2886;17;0.019;42;0.047;;;1;0.0011
Municipals;2019;4;7;8279804007;1870;966;4;8;954;51.23;215;0.2254;53;0.0556;116;0.1216;15;0.0157;62;0.065;85;0.0891;18;0.0189;0;0;0;0;5;0.0052;295;0.3092;40;0.0419;49;0.0514;;;1;0.001
Municipals;2019;4;8;8279804008;961;588;3;3;582;60.87;112;0.1924;26;0.0447;67;0.1151;19;0.0326;47;0.0808;63;0.1082;28;0.0481;0;0;0;0;1;0.0017;171;0.2938;11;0.0189;36;0.0619;;;1;0.0017
Municipals;2019;4;9;8279804009;731;406;6;1;399;55.4;106;0.2657;3;0.0075;41;0.1028;20;0.0501;30;0.0752;42;0.1053;6;0.015;0;0;0;0;0;0;106;0.2657;21;0.0526;24;0.0602;;;0;0
Municipals;2019;4;10;8279804010;728;368;0;0;368;50.55;138;0.375;7;0.019;20;0.0543;15;0.0408;18;0.0489;24;0.0652;9;0.0245;0;0;0;0;1;0.0027;99;0.269;7;0.019;29;0.0788;;;1;0.0027
Municipals;2019;4;12;8279804012;1029;664;3;1;660;64.43;129;0.1955;54;0.0818;89;0.1348;9;0.0136;42;0.0636;52;0.0788;31;0.047;0;0;0;0;9;0.0136;206;0.3121;21;0.0318;18;0.0273;;;0;0
Municipals;2019;4;13;8279804013;1180;820;5;1;814;69.41;88;0.1081;88;0.1081;160;0.1966;25;0.0307;36;0.0442;40;0.0491;39;0.0479;0;0;0;0;25;0.0307;293;0.36;5;0.0061;12;0.0147;;;3;0.0037
Municipals;2019;4;14;8279804014;994;770;1;0;769;77.46;59;0.0767;150;0.1951;199;0.2588;35;0.0455;20;0.026;37;0.0481;43;0.0559;0;0;0;0;32;0.0416;174;0.2263;3;0.0039;16;0.0208;;;1;0.0013
Municipals;2019;4;15;8279804015;870;636;3;0;633;73.1;55;0.0869;134;0.2117;157;0.248;12;0.019;22;0.0348;36;0.0569;35;0.0553;0;0;0;0;28;0.0442;144;0.2275;1;0.0016;6;0.0095;;;3;0.0047
Municipals;2019;4;16;8279804016;976;722;5;1;716;73.87;50;0.0698;150;0.2095;155;0.2165;29;0.0405;30;0.0419;37;0.0517;39;0.0545;0;0;0;0;15;0.0209;188;0.2626;5;0.007;12;0.0168;;;6;0.0084
Municipals;2019;4;17;8279804017;1171;875;3;0;872;74.72;105;0.1204;111;0.1273;168;0.1927;27;0.031;33;0.0378;43;0.0493;36;0.0413;0;0;0;0;32;0.0367;279;0.32;15;0.0172;19;0.0218;;;4;0.0046
Municipals;2019;4;18;8279804018;1934;1320;6;3;1311;68.1;213;0.1625;140;0.1068;231;0.1762;27;0.0206;93;0.0709;71;0.0542;79;0.0603;0;0;0;0;18;0.0137;395;0.3013;23;0.0175;21;0.016;;;0;0
Municipals;2019;4;19;8279804019;942;564;1;4;559;59.45;107;0.1914;22;0.0394;70;0.1252;18;0.0322;57;0.102;57;0.102;26;0.0465;0;0;0;0;2;0.0036;161;0.288;15;0.0268;23;0.0411;;;1;0.0018
Municipals;2019;4;20;8279804020;535;267;0;1;266;49.72;105;0.3947;3;0.0113;21;0.0789;11;0.0414;8;0.0301;20;0.0752;2;0.0075;0;0;0;0;0;0;74;0.2782;12;0.0451;10;0.0376;;;0;0
Municipals;2019;4;21;8279804021;792;429;5;5;419;53.54;134;0.3198;3;0.0072;36;0.0859;10;0.0239;26;0.0621;38;0.0907;6;0.0143;0;0;0;0;2;0.0048;133;0.3174;10;0.0239;20;0.0477;;;1;0.0024
Municipals;2019;4;22;8279804022;1646;994;2;6;986;60.02;217;0.2201;32;0.0325;118;0.1197;25;0.0254;59;0.0598;116;0.1176;17;0.0172;0;0;0;0;2;0.002;315;0.3195;39;0.0396;44;0.0446;;;2;0.002
Municipals;2019;4;23;8279804023;1650;1006;2;4;1000;60.73;250;0.25;27;0.027;108;0.108;23;0.023;66;0.066;103;0.103;20;0.02;0;0;0;0;7;0.007;306;0.306;34;0.034;56;0.056;;;0;0
Municipals;2019;4;24;8279804024;1578;851;4;0;847;53.93;185;0.2184;28;0.0331;90;0.1063;20;0.0236;50;0.059;96;0.1133;17;0.0201;0;0;0;0;9;0.0106;283;0.3341;33;0.039;36;0.0425;;;0;0
Municipals;2019;4;25;8279804025;882;551;2;3;546;62.13;117;0.2143;38;0.0696;72;0.1319;21;0.0385;37;0.0678;56;0.1026;14;0.0256;0;0;0;0;3;0.0055;147;0.2692;12;0.022;29;0.0531;;;0;0
Municipals;2019;4;26;8279804026;1084;762;2;0;760;70.3;86;0.1132;127;0.1671;164;0.2158;14;0.0184;36;0.0474;36;0.0474;31;0.0408;0;0;0;0;35;0.0461;207;0.2724;4;0.0053;15;0.0197;;;5;0.0066
Municipals;2019;5;1;8279805001;1527;1004;7;5;992;65.42;217;0.2188;59;0.0595;133;0.1341;25;0.0252;35;0.0353;96;0.0968;32;0.0323;0;0;0;0;14;0.0141;319;0.3216;35;0.0353;27;0.0272;;;0;0
Municipals;2019;5;2;8279805002;1101;674;0;1;673;61.13;230;0.3418;15;0.0223;37;0.055;25;0.0371;31;0.0461;62;0.0921;11;0.0163;0;0;0;0;5;0.0074;195;0.2897;28;0.0416;32;0.0475;;;2;0.003
Municipals;2019;5;3;8279805003;1488;943;1;0;942;63.37;142;0.1507;72;0.0764;209;0.2219;21;0.0223;37;0.0393;69;0.0732;41;0.0435;0;0;0;0;20;0.0212;271;0.2877;15;0.0159;41;0.0435;;;4;0.0042
Municipals;2019;5;4;8279805004;1226;835;2;0;833;68.11;146;0.1753;67;0.0804;171;0.2053;29;0.0348;49;0.0588;44;0.0528;37;0.0444;0;0;0;0;4;0.0048;232;0.2785;24;0.0288;27;0.0324;;;3;0.0036
Municipals;2019;5;5;8279805005;747;478;1;0;477;63.99;71;0.1488;51;0.1069;93;0.195;13;0.0273;25;0.0524;24;0.0503;36;0.0755;0;0;0;0;7;0.0147;126;0.2642;8;0.0168;22;0.0461;;;1;0.0021
