Elecció;Any;Districte;Secció;CUSEC;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;Convergència / Junts;% Convergència / Junts;ERC;% ERC;PP;% PP;Comuns / Sumar;% Comuns / Sumar;Cs;% Cs;CUP;% CUP;Unió;% Unió;PACMA;% PACMA;Front Republicà;% Front Republicà;VOX;% VOX;Más País;% Más País;Altres;% Altres
Generals;2023;5;6;0827905006;1557;1079;13;16;1050;0.693;305;0.2905;133;0.1267;206;0.1962;117;0.1114;156;0.1486;;;26;0.0248;;;15;0.0143;;;71;0.0676;;;21;0.02
Generals;2023;5;7;0827905007;883;665;4;9;652;0.7531;187;0.2868;97;0.1488;105;0.161;67;0.1028;108;0.1656;;;33;0.0506;;;5;0.0077;;;31;0.0475;;;19;0.0291
Generals;2023;5;8;0827905008;1457;1038;12;14;1012;0.7124;349;0.3449;134;0.1324;158;0.1561;118;0.1166;144;0.1423;;;28;0.0277;;;12;0.0119;;;53;0.0524;;;16;0.0158
Generals;2023;5;9;0827905009;1336;963;5;12;946;0.7208;379;0.4006;82;0.0867;111;0.1173;129;0.1364;157;0.166;;;16;0.0169;;;7;0.0074;;;59;0.0624;;;6;0.0063
Generals;2023;5;10;0827905010;969;601;6;2;593;0.6202;267;0.4503;22;0.0371;51;0.086;91;0.1535;85;0.1433;;;4;0.0067;;;4;0.0067;;;58;0.0978;;;11;0.0185
Generals;2023;5;11;0827905011;1392;963;8;7;948;0.6918;350;0.3692;88;0.0928;107;0.1129;126;0.1329;165;0.1741;;;16;0.0169;;;11;0.0116;;;78;0.0823;;;7;0.0074
Generals;2023;5;12;0827905012;593;381;5;8;368;0.6425;138;0.375;22;0.0598;61;0.1658;43;0.1168;55;0.1495;;;2;0.0054;;;6;0.0163;;;34;0.0924;;;7;0.019
Generals;2023;5;13;0827905013;1322;849;14;7;828;0.6422;311;0.3756;22;0.0266;70;0.0845;111;0.1341;150;0.1812;;;9;0.0109;;;20;0.0242;;;129;0.1558;;;6;0.0072
Generals;2023;5;14;0827905014;1421;933;10;5;918;0.6566;414;0.451;37;0.0403;94;0.1024;111;0.1209;152;0.1656;;;5;0.0054;;;12;0.0131;;;87;0.0948;;;6;0.0065
Generals;2023;5;15;0827905015;709;416;4;4;408;0.5867;141;0.3456;14;0.0343;51;0.125;39;0.0956;86;0.2108;;;10;0.0245;;;7;0.0172;;;53;0.1299;;;7;0.0172
Generals;2023;5;16;0827905016;1955;1264;17;19;1228;0.6465;493;0.4015;38;0.0309;112;0.0912;164;0.1336;214;0.1743;;;16;0.013;;;25;0.0204;;;155;0.1262;;;11;0.009
Generals;2023;5;17;0827905017;1477;1027;11;12;1004;0.6953;387;0.3855;62;0.0618;124;0.1235;118;0.1175;192;0.1912;;;14;0.0139;;;11;0.011;;;82;0.0817;;;14;0.0139
Generals;2023;5;18;0827905018;971;667;6;3;658;0.6869;303;0.4605;16;0.0243;45;0.0684;114;0.1733;93;0.1413;;;8;0.0122;;;8;0.0122;;;61;0.0927;;;10;0.0152
Generals;2023;5;19;0827905019;1002;663;13;3;647;0.6617;201;0.3107;42;0.0649;87;0.1345;76;0.1175;125;0.1932;;;23;0.0355;;;15;0.0232;;;69;0.1066;;;9;0.0139
Generals;2023;5;20;0827905020;958;665;13;13;639;0.6942;209;0.3271;49;0.0767;117;0.1831;87;0.1362;115;0.18;;;10;0.0156;;;8;0.0125;;;36;0.0563;;;8;0.0125
Generals;2023;5;21;0827905021;599;438;1;2;435;0.7312;150;0.3448;46;0.1057;57;0.131;54;0.1241;76;0.1747;;;13;0.0299;;;6;0.0138;;;27;0.0621;;;6;0.0138
Generals;2023;5;22;0827905022;585;373;5;2;366;0.6376;136;0.3716;22;0.0601;39;0.1066;66;0.1803;63;0.1721;;;4;0.0109;;;7;0.0191;;;27;0.0738;;;2;0.0055
Generals;2023;5;23;0827905023;1484;1019;5;8;1006;0.6867;328;0.326;130;0.1292;172;0.171;110;0.1093;162;0.161;;;31;0.0308;;;9;0.0089;;;58;0.0577;;;6;0.006
Generals;2023;5;24;0827905024;1193;815;8;7;800;0.6832;275;0.3438;63;0.0788;114;0.1425;98;0.1225;149;0.1863;;;6;0.0075;;;16;0.02;;;69;0.0863;;;10;0.0125
Generals;2023;5;25;0827905025;970;639;8;7;624;0.6588;267;0.4279;28;0.0449;68;0.109;77;0.1234;104;0.1667;;;7;0.0112;;;11;0.0176;;;56;0.0897;;;6;0.0096
Generals;2023;5;26;0827905026;971;684;5;8;671;0.7044;221;0.3294;90;0.1341;96;0.1431;88;0.1311;104;0.155;;;13;0.0194;;;10;0.0149;;;39;0.0581;;;10;0.0149
Generals;2023;5;27;0827905027;957;684;4;8;672;0.7147;210;0.3125;84;0.125;92;0.1369;82;0.122;131;0.1949;;;21;0.0313;;;6;0.0089;;;45;0.067;;;1;0.0015
Generals;2023;5;28;0827905028;951;685;7;5;673;0.7203;268;0.3982;30;0.0446;59;0.0877;108;0.1605;125;0.1857;;;4;0.0059;;;12;0.0178;;;60;0.0892;;;7;0.0104
Generals;2023;5;29;0827905029;965;673;7;11;655;0.6974;236;0.3603;36;0.055;67;0.1023;72;0.1099;130;0.1985;;;14;0.0214;;;11;0.0168;;;82;0.1252;;;7;0.0107
Generals;2023;5;30;0827905030;823;527;1;9;517;0.6403;255;0.4932;10;0.0193;29;0.0561;74;0.1431;64;0.1238;;;3;0.0058;;;8;0.0155;;;71;0.1373;;;3;0.0058
Generals;2023;5;31;0827905031;579;376;6;0;370;0.6494;153;0.4135;5;0.0135;14;0.0378;58;0.1568;68;0.1838;;;4;0.0108;;;8;0.0216;;;57;0.1541;;;3;0.0081
Generals;2023;5;32;0827905032;952;632;1;3;628;0.6639;241;0.3838;37;0.0589;55;0.0876;89;0.1417;121;0.1927;;;7;0.0111;;;12;0.0191;;;59;0.0939;;;7;0.0111
Generals;2023;6;1;0827906001;888;572;9;3;560;0.6441;271;0.4839;19;0.0339;46;0.0821;70;0.125;70;0.125;;;1;0.0018;;;3;0.0054;;;76;0.1357;;;4;0.0071
Generals;2023;6;2;0827906002;1230;772;2;4;766;0.6276;293;0.3825;34;0.0444;64;0.0836;107;0.1397;135;0.1762;;;8;0.0104;;;15;0.0196;;;98;0.1279;;;12;0.0157
Generals;2023;6;3;0827906003;1480;920;7;8;905;0.6216;413;0.4564;25;0.0276;55;0.0608;134;0.1481;147;0.1624;;;5;0.0055;;;15;0.0166;;;101;0.1116;;;10;0.011
Generals;2023;6;4;0827906004;874;477;0;3;474;0.5458;204;0.4304;14;0.0295;30;0.0633;69;0.1456;76;0.1603;;;5;0.0105;;;9;0.019;;;53;0.1118;;;14;0.0295
Generals;2023;6;5;0827906005;1137;724;9;8;707;0.6368;303;0.4286;29;0.041;61;0.0863;87;0.1231;105;0.1485;;;8;0.0113;;;10;0.0141;;;99;0.14;;;5;0.0071
Generals;2023;6;6;0827906006;1210;768;9;9;750;0.6347;281;0.3747;14;0.0187;62;0.0827;134;0.1787;124;0.1653;;;1;0.0013;;;12;0.016;;;119;0.1587;;;3;0.004
Generals;2023;6;8;0827906008;1689;1105;6;9;1090;0.6542;386;0.3541;85;0.078;141;0.1294;113;0.1037;189;0.1734;;;32;0.0294;;;24;0.022;;;106;0.0972;;;14;0.0128
Generals;2023;6;9;0827906009;895;561;8;4;549;0.6268;217;0.3953;18;0.0328;62;0.1129;77;0.1403;93;0.1694;;;3;0.0055;;;9;0.0164;;;63;0.1148;;;7;0.0128
Generals;2023;6;10;0827906010;1610;1066;7;13;1046;0.6621;457;0.4369;29;0.0277;77;0.0736;159;0.152;168;0.1606;;;7;0.0067;;;14;0.0134;;;127;0.1214;;;8;0.0076
Generals;2023;6;11;0827906011;1195;688;8;9;671;0.5757;270;0.4024;16;0.0238;42;0.0626;95;0.1416;140;0.2086;;;2;0.003;;;8;0.0119;;;94;0.1401;;;4;0.006
Generals;2023;6;12;0827906012;928;581;7;2;572;0.6261;262;0.458;18;0.0315;51;0.0892;65;0.1136;98;0.1713;;;8;0.014;;;8;0.014;;;56;0.0979;;;6;0.0105
Generals;2023;6;13;0827906013;684;433;3;8;422;0.633;199;0.4716;2;0.0047;19;0.045;71;0.1682;64;0.1517;;;4;0.0095;;;8;0.019;;;52;0.1232;;;3;0.0071
Generals;2023;6;14;0827906014;715;386;0;2;384;0.5399;174;0.4531;13;0.0339;20;0.0521;56;0.1458;48;0.125;;;2;0.0052;;;7;0.0182;;;60;0.1563;;;4;0.0104
Generals;2023;6;16;0827906016;1174;673;5;7;661;0.5733;255;0.3858;44;0.0666;56;0.0847;82;0.1241;107;0.1619;;;19;0.0287;;;4;0.0061;;;85;0.1286;;;9;0.0136
Generals;2023;6;18;0827906018;881;516;5;2;509;0.5857;245;0.4813;6;0.0118;26;0.0511;65;0.1277;80;0.1572;;;1;0.002;;;4;0.0079;;;75;0.1473;;;7;0.0138
Generals;2023;6;20;0827906020;1067;581;5;8;568;0.5445;265;0.4665;14;0.0246;21;0.037;71;0.125;70;0.1232;;;5;0.0088;;;11;0.0194;;;107;0.1884;;;4;0.007
Generals;2023;6;23;0827906023;1023;617;11;3;603;0.6031;247;0.4096;13;0.0216;30;0.0498;101;0.1675;94;0.1559;;;1;0.0017;;;9;0.0149;;;106;0.1758;;;2;0.0033
Generals;2023;6;24;0827906024;1780;1139;10;18;1111;0.6399;458;0.4122;20;0.018;67;0.0603;160;0.144;213;0.1917;;;7;0.0063;;;15;0.0135;;;158;0.1422;;;13;0.0117
Generals;2023;6;25;0827906025;1427;904;6;9;889;0.6335;388;0.4364;23;0.0259;72;0.081;96;0.108;162;0.1822;;;5;0.0056;;;15;0.0169;;;120;0.135;;;8;0.009
Generals;2023;6;26;0827906026;1220;757;4;4;749;0.6205;311;0.4152;12;0.016;52;0.0694;110;0.1469;120;0.1602;;;5;0.0067;;;17;0.0227;;;114;0.1522;;;8;0.0107
Generals;2023;6;27;0827906027;938;533;4;8;521;0.5682;272;0.5221;7;0.0134;16;0.0307;68;0.1305;72;0.1382;;;2;0.0038;;;3;0.0058;;;74;0.142;;;7;0.0134
Generals;2023;6;28;0827906028;1191;809;4;3;802;0.6793;349;0.4352;17;0.0212;44;0.0549;129;0.1608;143;0.1783;;;4;0.005;;;9;0.0112;;;101;0.1259;;;6;0.0075
Generals;2023;6;29;0827906029;834;534;8;2;524;0.6403;224;0.4275;7;0.0134;30;0.0573;79;0.1508;87;0.166;;;0;0;;;4;0.0076;;;89;0.1698;;;4;0.0076
Generals;2023;6;30;0827906030;592;399;10;5;384;0.674;144;0.375;10;0.026;34;0.0885;56;0.1458;65;0.1693;;;8;0.0208;;;7;0.0182;;;57;0.1484;;;3;0.0078
Generals;2023;6;31;0827906031;725;404;4;2;398;0.5572;175;0.4397;8;0.0201;24;0.0603;48;0.1206;71;0.1784;;;9;0.0226;;;4;0.0101;;;55;0.1382;;;4;0.0101
Generals;2023;6;32;0827906032;791;506;4;4;498;0.6397;167;0.3353;8;0.0161;31;0.0622;83;0.1667;92;0.1847;;;1;0.002;;;12;0.0241;;;101;0.2028;;;3;0.006
Generals;2023;6;33;0827906033;1059;732;6;12;714;0.6912;259;0.3627;24;0.0336;82;0.1148;104;0.1457;129;0.1807;;;4;0.0056;;;14;0.0196;;;91;0.1275;;;7;0.0098
Generals;2023;7;1;0827907001;1017;633;7;8;618;0.6224;201;0.3252;43;0.0696;81;0.1311;82;0.1327;108;0.1748;;;8;0.0129;;;8;0.0129;;;75;0.1214;;;12;0.0194
Generals;2023;7;2;0827907002;1531;939;7;8;924;0.6133;445;0.4816;8;0.0087;44;0.0476;119;0.1288;138;0.1494;;;4;0.0043;;;9;0.0097;;;149;0.1613;;;8;0.0087
Generals;2023;7;3;0827907003;1134;556;6;10;540;0.4903;259;0.4796;5;0.0093;12;0.0222;84;0.1556;59;0.1093;;;1;0.0019;;;7;0.013;;;109;0.2019;;;4;0.0074
Generals;2023;7;4;0827907004;1866;1187;14;10;1163;0.6361;412;0.3543;21;0.0181;101;0.0868;245;0.2107;154;0.1324;;;4;0.0034;;;15;0.0129;;;195;0.1677;;;16;0.0138
Generals;2023;7;5;0827907005;1107;752;21;5;726;0.6793;269;0.3705;49;0.0675;97;0.1336;85;0.1171;107;0.1474;;;15;0.0207;;;13;0.0179;;;83;0.1143;;;8;0.011
